Spec        m/mH  ED(K) Eb(K) dEb(K)                           dHf(kcal/mol)
JH            1   450.  225. 3.0E+01 Herma, Ebfac=50%         *  +51.63
X             1   350.  175. 3.0E+01 TA H2Oice, Ebfac=50%     *  +51.63
X             1   350.  287. 3.0E+01 TA H2Oice, Eb Katz       *  +51.63
X             1   373.  287. 3.0E+01 Katz et al. 1999         *  +51.63
JH2           2    23.  250. 0.0e+00 Herma, Ebfac=50%         *    0.00 
X             2   315.  158. 0.0e+00 Katz, Ebfac=50%          *    0.00
c SA = Sandford and Allamandola, 1990, Ap.J.355, 357.
c      Lab. More realistic and up-to-dated.
c      Also, Sandford and Allamandola, 1988,Icarus, 76, 201.
c SA93=Sandford & Allamandola, 1993, ApJ, 417, 815. Lab, Table 2.
c Le = Leger, 1983, A&Ap,123, 271.
c M84= Mitchell 1984, ApJ. S., 54, 81.  or  1984 ApJ., 287, 665.
c AK70 Avgul, N.N., and Kiselev, A.V. 1970, Chemistry and Physics of Carbon,
c      (journal) vol. 6, p1. (editor P.L.Walker).  This article was used 
c      by AR to calculate adsorption energies.
c-------------------------------------------------------------



